kingdom	phylum	class	order	family	genus	species	lastvalue	otu_seq_comp_appr	otu_db	lsid	taxonRank	specificEpithet
asv.9627									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3165									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9430									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7687									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9756									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2818									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3244									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9741									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4656									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10410									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9396									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9397									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9776									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9765									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3644									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9442									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7131									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5484									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10177									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6584									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9148									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3146									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5438									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9437									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10534									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10338									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9066									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6669									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10194									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9156									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10484									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2205									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2094									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5325									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4584									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4209									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2573									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9794									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6194									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2990									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8697									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10542									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9747									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2883									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3128									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9982									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3289									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4840									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2734									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9160									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4632									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3210									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6143									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8160									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2935									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4504									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9738									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9645									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3794									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9309									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5070									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10080									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2958									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3592									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9480									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9633									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10375									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4084									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3272									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6644									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8583									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9819									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2128									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3490									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2789									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9799									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5491									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9352									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5258									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10593									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5117									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8846									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8675									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3018									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9004									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8493									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9188									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3714									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3812									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8563									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4806									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8429									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8180									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4818									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2014									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2651									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3379									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3119									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8914									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2829									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2764									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10182									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3294									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9663									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6237									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10205									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10541									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10185									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10479									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10002									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8285									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3153									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8881									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5312									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3133									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3354									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4474									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8804									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3650									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9067									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6818									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3596									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3590									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2432									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4477									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.1404									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2392									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10584									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3093									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10005									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8599									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5279									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4736									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10538									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.1810									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4649									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2679									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10196									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9793									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9744									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9773									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9775									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5420									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7994									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10028									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10480									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3341									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9998									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9392									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8676									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9313									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6649									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9070									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10340									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9769									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10540									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10220									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10192									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9809									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2658									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10227									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3002									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9301									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7807									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4101									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9579									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9601									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9157									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10250									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6467									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10135									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4640									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9798									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3804									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2448									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2695									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3190									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6236									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10473									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2932									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2507									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7838									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10127									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2891									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3303									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3004									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7215									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9463									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9152									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10017									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2170									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10201									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2158									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3761									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9785									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2608									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10490									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9598									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3141									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7933									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4242									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10421									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2126									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10544									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7995									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3112									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2667									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2823									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3158									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8664									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2892									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9758									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3001									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9751									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2646									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8743									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3565									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2964									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9423									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2451									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2779									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3322									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3533									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3352									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9149									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9351									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2806									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3718									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9153									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10543									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2264									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8767									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2717									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5661									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3297									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3408									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2578									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9299									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9803									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8769									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9549									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5261									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2726									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2792									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3464									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9745									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10467									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4570									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8762									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3776									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4888									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3171									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8342									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10200									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9129									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8409									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3248									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9034									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8067									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3192									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2759									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2911									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4278									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3254									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3655									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9543									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3312									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6532									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3615									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3298									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10615									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9971									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9829									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7609									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9761									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5729									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3260									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10454									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4906									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10123									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10357									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5337									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9155									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10204									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10239									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3734									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8279									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10071									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9789									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2318									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3733									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.5667									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8320									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10323									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7391									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9983									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9760									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9447									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3669									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2821									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9646									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8278									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4160									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3299									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9175									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2739									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2827									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3995									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3177									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.3513									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.8668									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10001									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.6074									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10190									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4611									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.4571									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2888									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.2813									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.7825									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9161									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.10332									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9973									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.9354									bowtie2;2.4.4;ANACAPA-blca;2021	MitoFish			
asv.230	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	Pan troglodytes	Pan troglodytes	blastn;2.12.0	NCBI-nt;2021-11-25			
asv.460	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Pan	Pan troglodytes	Pan troglodytes	blastn;2.12.0	NCBI-nt;2021-11-25			
asv.2300	Bacteria	unknown	unknown	unknown	unknown	unknown	uncultured bacterium	uncultured bacterium	blastn;2.12.0	NCBI-nt;2021-11-25			
asv.6210	Bacteria	unknown	unknown	unknown	unknown	unknown	uncultured bacterium	uncultured bacterium	blastn;2.12.0	NCBI-nt;2021-11-25			
asv.10075	Bacteria	unknown	unknown	unknown	unknown	unknown	uncultured bacterium	uncultured bacterium	blastn;2.12.0	NCBI-nt;2021-11-25			
